location,total_sqft,bath,price,bhk
Shahgunj Block 5,2897,4,167.75,4
Shahgunj Block 5,2248,3,118.55,4
Shahgunj Block 5,1271,1,69.09,3
Shahgunj Block 5,4993,2,220.63,5
Shahgunj Block 5,1725,2,77.98,3
Shahgunj Block 55,746,2,33.31,2
Shahgunj Block 55,1245,3,70.44,3
Shahgunj Block 55,883,3,40.98,2
Shahgunj Block 55,4381,3,252.35,5
Shahgunj Block 55,509,1,27.24,1
Shahgunj Block 55,1269,1,68.52,2
Shahgunj Block 55,4503,2,232.13,5
Shahgunj Block 55,482,1,20.58,1
Shahgunj Block 55,2908,4,139.75,5
Shahgunj Block 55,718,1,30.82,2
Shahgunj Block 55,1346,3,76.84,3
Shahgunj East 24,1421,4,81.79,3
Shahgunj East 24,919,1,53.88,2
Shahgunj East 24,2787,1,145.31,4
Shahgunj East 24,1136,3,57.45,2
Shahgunj East 39,1099,4,52.77,3
Shahgunj East 39,767,2,39.59,2
Shahgunj East 39,1400,3,74.65,3
Shahgunj East 39,4933,3,269.3,5
Shahgunj East 39,872,3,37.57,2
Shahgunj Enclave 17,1264,4,68.79,3
Shahgunj Enclave 17,1169,3,73.36,3
Shahgunj Enclave 17,1935,5,107.59,4
Shahgunj Enclave 17,4949,4,278.47,5
Shahgunj Extension 41,4232,1,205.64,5
Shahgunj Extension 41,3697,4,169.63,5
Shahgunj Extension 41,1050,3,51.18,2
Shahgunj Extension 41,1568,3,66.97,3
Shahgunj Extension 41,2620,2,114.61,5
Shahgunj North 16,1423,2,78.33,3
Shahgunj North 16,759,1,47.24,2
Shahgunj North 16,1363,3,72.26,3
Shahgunj North 16,2735,5,158.83,4
Shahgunj North 16,1792,1,91.58,3
Shahgunj North 37,4952,1,292.65,5
Shahgunj North 37,2820,4,166.04,4
Shahgunj North 37,2868,1,169.45,4
Shahgunj North 37,1636,2,96.82,3
Shahgunj North 37,1425,2,80.11,3
Shahgunj North 37,765,2,45.28,1
Shahgunj North 37,1199,1,53.87,2
Shahgunj North 37,1373,4,82.12,3
Shahgunj Phase 15,1432,1,77.09,3
Shahgunj Phase 15,1396,1,62.84,3
Shahgunj Phase 15,1849,1,104.19,4
Shahgunj Phase 15,1245,3,69.82,2
Shahgunj Phase 58,733,3,44.46,2
Shahgunj Phase 58,1702,3,97.96,3
Shahgunj Phase 58,1152,4,64.23,3
Shahgunj Phase 58,1409,4,60.92,3
Shahgunj Phase 58,1616,4,95.53,3
Shahgunj Phase 58,1828,1,79.98,4
Shahgunj Phase 58,3816,5,206.52,5
Shahgunj Phase 58,1555,3,89.49,3
Shahgunj Phase 58,696,1,27.87,1
Shahgunj Sector 19,4229,5,198.94,5
Shahgunj Sector 19,3503,3,175.37,5
Shahgunj Sector 19,1202,3,63.9,2
Shahgunj Sector 19,2802,3,142.95,4
Shahgunj South 11,3218,2,172.44,5
Shahgunj South 11,740,2,41.58,1
Shahgunj South 11,1058,3,52.61,2
Shahgunj South 11,625,2,29.28,1
Shahgunj South 11,1850,1,83.17,4
Shahgunj South 11,1070,2,50.55,3
Shahgunj South 11,1230,4,70.34,3
Shahgunj South 26,1497,1,76.09,3
Shahgunj South 26,1037,3,56.77,2
Shahgunj South 26,2512,1,134.09,5
Shahgunj South 26,1080,3,51.07,2
Shahgunj South 26,1103,1,52.24,2
Shahgunj South 8,1100,3,63.87,2
Shahgunj South 8,2947,2,177.61,4
Shahgunj South 8,3181,4,183.62,5
Shahgunj South 8,1711,2,88.52,3
Shendra MIDC Block 26,1545,4,92.21,3
Shendra MIDC Block 26,2776,5,153.01,4
Shendra MIDC Block 26,3697,2,182.58,5
Shendra MIDC Central 48,824,3,41.39,2
Shendra MIDC Central 48,3198,5,166.02,5
Shendra MIDC Central 48,958,2,40.14,2
Shendra MIDC Central 48,2804,1,118.37,4
Shendra MIDC Central 48,2975,2,138.35,4
Shendra MIDC Central 48,4137,5,226.21,5
Shendra MIDC Central 5,4784,5,196.7,5
Shendra MIDC Central 5,4391,5,184.19,5
Shendra MIDC Central 5,1797,3,72.26,3
Shendra MIDC Central 5,1044,2,52.05,3
Shendra MIDC Central 5,3306,5,154.94,5
Shendra MIDC Central 5,2993,2,119.63,4
Shendra MIDC Central 51,709,3,40.32,2
Shendra MIDC Central 51,1356,2,77.42,3
Shendra MIDC Central 51,2013,5,94.81,4
Shendra MIDC Central 51,1081,2,52.57,2
Shendra MIDC East 12,3311,4,147.91,5
Shendra MIDC East 12,1043,1,44.57,2
Shendra MIDC East 12,1062,1,54.45,2
Shendra MIDC East 12,2811,1,143.67,4
Shendra MIDC East 9,2044,5,111.12,4
Shendra MIDC East 9,886,1,49.21,2
Shendra MIDC East 9,730,2,38.19,2
Shendra MIDC East 9,773,3,40.49,2
Shendra MIDC East 9,3330,4,193.88,5
Shendra MIDC East 9,4370,4,212.26,5
Shendra MIDC East 9,852,3,47.71,2
Shendra MIDC Enclave 33,1001,2,54.27,2
Shendra MIDC Enclave 33,4401,5,230.78,5
Shendra MIDC Enclave 33,957,2,56.12,2
Shendra MIDC Enclave 33,752,2,43.5,2
Shendra MIDC Enclave 33,3942,3,228.31,5
Shendra MIDC Enclave 33,1640,2,87.7,4
Shendra MIDC Enclave 33,3018,3,158.22,5
Shendra MIDC Enclave 33,1421,1,82.16,3
Shendra MIDC Enclave 33,2184,2,106.97,4
Shendra MIDC Extension 15,862,1,52.75,2
Shendra MIDC Extension 15,2777,1,148.68,4
Shendra MIDC Extension 15,1298,2,77.56,2
Shendra MIDC Extension 24,1005,2,46.93,2
Shendra MIDC Extension 24,793,3,38.03,2
Shendra MIDC Extension 24,2107,3,116.86,4
Shendra MIDC Extension 24,770,1,36.73,2
Shendra MIDC Extension 46,3633,3,160.74,5
Shendra MIDC Extension 46,4613,3,196.89,5
Shendra MIDC North 27,832,2,39.28,2
Shendra MIDC North 27,1234,1,69.25,3
Shendra MIDC North 27,820,3,35.65,2
Shendra MIDC North 27,1103,1,61.19,2
Shendra MIDC North 27,1969,1,107.28,4
Shendra MIDC North 27,3926,5,200.37,5
Shendra MIDC North 27,1068,2,50.02,2
Shendra MIDC North 50,749,2,32.17,2
Shendra MIDC North 50,1626,3,64.08,4
Shendra MIDC North 50,2562,4,101.69,4
Shendra MIDC North 50,489,2,19.37,1
Shendra MIDC North 50,1673,4,69.66,3
Shendra MIDC North 50,1711,2,87.51,3
Shendra MIDC North 50,1525,4,75.1,3
Shendra MIDC North 50,1570,1,66.06,3
Shendra MIDC North 50,1687,5,85.0,4
Shendra MIDC North 50,978,2,40.87,2
Shendra MIDC North 54,3662,2,178.71,5
Shendra MIDC North 54,1118,1,57.07,2
Shendra MIDC North 54,402,2,20.51,1
Shendra MIDC North 54,3693,1,154.55,5
Shendra MIDC North 54,4373,2,188.62,5
Shendra MIDC North 54,556,1,28.91,1
Shendra MIDC Sector 11,1028,3,37.36,2
Shendra MIDC Sector 11,1740,4,72.65,4
Shendra MIDC Sector 11,4775,3,172.45,5
Shendra MIDC Sector 11,3346,1,119.32,5
Shendra MIDC Sector 11,2101,4,113.45,4
Shendra MIDC Sector 11,4199,3,238.99,5
Shendra MIDC Sector 11,1055,3,45.8,3
Shendra MIDC Sector 3,1727,2,101.32,3
Shendra MIDC Sector 3,1678,1,96.5,3
Shendra MIDC Sector 3,1111,1,54.84,2
Shendra MIDC Sector 3,2630,1,141.17,4
Shendra MIDC Sector 3,1453,1,80.83,3
Shendra MIDC Sector 3,2219,3,132.51,4
Shendra MIDC Sector 38,2828,2,166.44,5
Shendra MIDC Sector 38,4778,5,265.33,5
Shendra MIDC Sector 38,3336,2,174.94,5
Shendra MIDC Sector 38,1218,1,62.36,2
Shendra MIDC Sector 52,1297,1,65.61,2
Shendra MIDC Sector 52,797,1,42.15,1
Shendra MIDC Sector 52,1168,1,63.9,3
Shendra MIDC Sector 52,520,1,31.33,1
Shendra MIDC Sector 7,413,2,24.75,1
Shendra MIDC Sector 7,1540,3,78.76,3
Shendra MIDC Sector 7,1294,3,68.79,3
Shendra MIDC Sector 7,2728,1,160.86,5
Shendra MIDC Sector 7,2885,4,148.2,5
Shendra MIDC Sector 7,483,2,26.1,1
Shendra MIDC Sector 7,2844,4,150.32,5
Shendra MIDC South 36,2917,2,153.21,5
Shendra MIDC South 36,1786,1,109.84,4
Shendra MIDC South 36,859,3,45.18,2
Shendra MIDC South 55,1088,1,41.05,2
Shendra MIDC South 55,1145,1,41.19,3
Shendra MIDC South 55,1253,2,49.99,2
Shendra MIDC South 55,1358,1,59.92,3
Shendra MIDC South 55,2553,2,123.09,5
Shendra MIDC South 55,1903,3,67.49,4
Shendra MIDC South 59,4052,1,240.18,5
Shendra MIDC South 59,1388,4,77.0,3
Shendra MIDC South 59,3618,2,201.33,5
Shendra MIDC South 59,2577,5,147.9,4
Shendra MIDC West 10,939,1,41.47,2
Shendra MIDC West 10,1325,1,75.64,3
Shendra MIDC West 10,1103,1,57.18,2
Shendra MIDC West 10,727,1,38.26,1
Shendra MIDC West 10,1147,3,46.93,2
Shendra MIDC West 10,1651,1,68.33,4
Shendra MIDC West 10,1627,1,91.68,3
Shendra MIDC West 6,4620,5,220.46,5
Shendra MIDC West 6,1491,1,85.2,3
Shendra MIDC West 6,1324,4,77.96,3
Shendra MIDC West 6,1083,2,54.23,2
Shivaji Nagar Block 19,1000,1,41.94,2
Shivaji Nagar Block 19,798,3,35.7,2
Shivaji Nagar Block 19,2092,1,85.22,4
Shivaji Nagar Block 19,1718,3,70.46,3
Shivaji Nagar Central 8,1136,3,52.52,2
Shivaji Nagar Central 8,1059,2,51.42,3
Shivaji Nagar Central 8,703,2,31.08,2
Shivaji Nagar Central 8,1253,3,72.43,3
Shivaji Nagar Central 8,2928,2,165.86,4
Shivaji Nagar Central 8,2555,4,129.94,4
Shivaji Nagar East 1,662,1,30.31,1
Shivaji Nagar East 1,2562,4,144.19,4
Shivaji Nagar East 1,1721,1,94.4,3
Shivaji Nagar East 1,1379,3,61.9,3
Shivaji Nagar East 33,3243,3,136.4,5
Shivaji Nagar East 33,1006,1,54.86,2
Shivaji Nagar East 33,2829,5,152.45,4
Shivaji Nagar East 33,1310,2,60.69,3
Shivaji Nagar East 33,2869,5,147.21,5
Shivaji Nagar East 33,3420,3,169.05,5
Shivaji Nagar East 34,785,2,41.72,2
Shivaji Nagar East 34,2885,4,143.07,4
Shivaji Nagar East 34,2901,5,140.73,4
Shivaji Nagar East 34,1792,3,88.65,4
Shivaji Nagar East 34,1124,2,48.58,2
Shivaji Nagar East 53,3350,2,159.21,5
Shivaji Nagar East 53,630,2,27.98,1
Shivaji Nagar East 53,745,1,37.13,1
Shivaji Nagar East 53,2645,5,138.97,4
Shivaji Nagar East 53,1135,3,49.37,3
Shivaji Nagar East 53,1347,4,58.63,3
Shivaji Nagar Enclave 2,2199,2,101.14,4
Shivaji Nagar Enclave 2,1232,3,53.99,2
Shivaji Nagar Enclave 2,1331,4,58.22,3
Shivaji Nagar Enclave 2,1521,4,79.31,3
Shivaji Nagar Enclave 2,4574,3,212.76,5
Shivaji Nagar Enclave 2,1738,1,87.87,3
Shivaji Nagar Enclave 2,1059,3,55.67,2
Shivaji Nagar Enclave 32,1232,2,60.87,2
Shivaji Nagar Enclave 32,1229,1,55.26,2
Shivaji Nagar Enclave 32,1213,1,63.49,2
Shivaji Nagar Enclave 44,1940,3,119.58,4
Shivaji Nagar Enclave 44,4880,2,278.78,5
Shivaji Nagar Enclave 44,2543,1,129.58,4
Shivaji Nagar Enclave 44,2867,1,161.69,5
Shivaji Nagar Enclave 44,1227,4,70.6,3
Shivaji Nagar Enclave 44,1104,1,61.74,2
Shivaji Nagar Enclave 44,1633,3,93.33,3
Shivaji Nagar Enclave 44,737,2,40.43,2
Shivaji Nagar Enclave 44,1252,1,73.68,3
Shivaji Nagar Extension 3,2541,2,118.83,4
Shivaji Nagar Extension 3,2528,3,118.51,4
Shivaji Nagar Extension 3,433,1,23.68,1
Shivaji Nagar Extension 3,3873,2,216.99,5
Shivaji Nagar Extension 3,1770,4,92.73,3
Shivaji Nagar Extension 3,1160,1,63.63,2
Shivaji Nagar Extension 3,2408,5,108.4,4
Shivaji Nagar Extension 4,743,2,35.51,2
Shivaji Nagar Extension 4,1292,2,61.94,2
Shivaji Nagar Extension 4,1283,2,55.9,2
Shivaji Nagar Extension 4,1716,4,80.49,4
Shivaji Nagar Extension 4,1137,1,58.98,2
Shivaji Nagar Extension 4,1995,1,85.01,4
Shivaji Nagar Extension 46,2410,2,108.11,4
Shivaji Nagar Extension 46,2812,1,142.34,4
Shivaji Nagar Extension 46,1912,5,85.24,4
Shivaji Nagar Extension 46,1088,1,55.3,2
Shivaji Nagar Phase 29,2794,1,147.09,5
Shivaji Nagar Phase 29,959,2,48.17,2
Shivaji Nagar Phase 29,499,2,23.46,1
Shivaji Nagar Phase 29,789,3,42.3,2
Shivaji Nagar Phase 29,2049,3,118.87,4
Shivaji Nagar South 22,883,3,45.53,2
Shivaji Nagar South 22,2656,2,137.83,5
Shivaji Nagar South 22,3932,1,160.6,5
Shivaji Nagar South 22,3947,3,176.24,5
Shivaji Nagar South 22,3751,3,150.72,5
Shivaji Nagar South 22,1113,1,51.15,3
Shivaji Nagar South 22,2362,4,111.23,4
Shivaji Nagar South 41,1062,1,44.99,3
Shivaji Nagar South 41,877,2,43.02,2
Shivaji Nagar South 41,809,2,41.46,2
Shivaji Nagar South 41,1634,4,96.93,3
Shivaji Nagar South 41,940,1,49.09,2
Shivaji Nagar West 21,4999,5,254.72,5
Shivaji Nagar West 21,2025,1,121.42,4
Shivaji Nagar West 21,1705,3,95.78,3
Shivaji Nagar West 21,2663,4,155.09,4
Shivaji Nagar West 21,1146,2,59.63,3
Shivaji Nagar West 21,3812,4,195.37,5
Usmanpura Block 11,603,1,29.72,1
Usmanpura Block 11,1174,1,51.35,2
Usmanpura Block 11,2633,3,125.21,5
Usmanpura Block 11,4797,3,260.59,5
Usmanpura Block 11,2561,3,110.01,4
Usmanpura Block 11,2009,2,101.37,4
Usmanpura Block 32,895,1,48.7,2
Usmanpura Block 32,1496,3,82.42,3
Usmanpura Block 32,4701,3,232.9,5
Usmanpura Block 32,1582,3,75.81,3
Usmanpura Block 32,3666,3,199.1,5
Usmanpura Block 32,1231,3,66.25,2
Usmanpura Block 32,3430,1,163.12,5
Usmanpura Central 1,1210,3,59.29,3
Usmanpura Central 1,2104,3,118.11,4
Usmanpura Central 1,1230,1,65.28,2
Usmanpura Central 1,1922,1,93.38,4
Usmanpura Central 1,2862,2,155.69,4
Usmanpura Central 10,1229,3,65.94,3
Usmanpura Central 10,412,1,18.65,1
Usmanpura Central 10,930,2,52.26,2
Usmanpura Central 10,1698,4,90.08,3
Usmanpura Central 10,1202,3,66.47,2
Usmanpura Central 10,2068,5,91.21,4
Usmanpura Central 10,3957,1,209.43,5
Usmanpura Central 43,1057,1,45.17,3
Usmanpura Central 43,1007,1,53.91,3
Usmanpura Central 43,742,3,36.05,2
Usmanpura Central 43,2159,5,97.21,4
Usmanpura Central 43,1190,1,53.37,3
Usmanpura Central 43,4432,1,185.87,5
Usmanpura Central 43,2988,1,165.22,5
Usmanpura Central 58,1033,4,57.55,3
Usmanpura Central 58,4880,4,266.32,5
Usmanpura Central 58,4232,4,167.35,5
Usmanpura Central 58,2666,1,117.58,4
Usmanpura Central 58,2752,5,139.1,4
Usmanpura Central 58,436,2,23.38,1
Usmanpura Central 58,2233,3,97.62,4
Usmanpura East 47,1515,2,80.09,3
Usmanpura East 47,2673,5,122.98,4
Usmanpura East 47,1729,4,97.34,3
Usmanpura East 47,1044,2,53.19,2
Usmanpura East 47,4777,4,213.44,5
Usmanpura East 47,1270,1,67.91,3
Usmanpura East 47,1777,3,98.32,3
Usmanpura East 47,4778,4,272.78,5
Usmanpura Enclave 25,1468,2,79.61,3
Usmanpura Enclave 25,2985,1,128.98,5
Usmanpura Enclave 25,1280,1,59.55,3
Usmanpura Enclave 25,596,2,29.52,1
Usmanpura Enclave 25,1258,1,57.09,3
Usmanpura Enclave 36,1073,2,54.13,2
Usmanpura Enclave 36,913,3,41.31,2
Usmanpura Enclave 36,4002,2,211.49,5
Usmanpura Enclave 36,1375,1,81.02,3
Usmanpura Enclave 36,1208,2,71.66,2
Usmanpura Enclave 36,2628,2,145.57,4
Usmanpura Enclave 36,1284,2,68.01,2
Usmanpura Enclave 53,1390,2,80.91,3
Usmanpura Enclave 53,1609,2,86.56,3
Usmanpura Enclave 53,1306,4,67.72,3
Usmanpura Enclave 53,757,1,38.2,2
Usmanpura Enclave 54,2389,3,122.4,4
Usmanpura Enclave 54,2238,1,102.81,4
Usmanpura Enclave 54,1177,3,61.89,3
Usmanpura Enclave 54,1975,1,87.05,4
Usmanpura Enclave 54,1311,2,70.7,3
Usmanpura Enclave 54,1076,3,48.11,3
Usmanpura Extension 21,2438,5,131.43,4
Usmanpura Extension 21,910,3,38.9,2
Usmanpura Extension 21,4585,1,269.27,5
Usmanpura Extension 21,974,2,53.58,2
Usmanpura Extension 4,1200,3,66.47,3
Usmanpura Extension 4,1559,1,89.73,3
Usmanpura Extension 4,1091,2,57.45,2
Usmanpura Extension 4,1631,2,96.51,3
Usmanpura Extension 4,829,2,47.06,2
Usmanpura Extension 4,744,1,38.61,2
Usmanpura North 26,679,2,29.36,1
Usmanpura North 26,1156,2,42.42,3
Usmanpura North 26,1247,1,45.27,3
Usmanpura North 26,1141,4,41.18,3
Usmanpura North 26,4470,3,219.43,5
Usmanpura North 26,2024,4,80.42,4
Usmanpura North 26,1201,2,44.26,3
Usmanpura North 26,407,2,15.18,1
Usmanpura North 26,1072,4,47.68,3
Usmanpura North 26,2969,4,108.01,5
Usmanpura North 26,1243,4,52.13,3
Usmanpura North 55,980,1,54.32,2
Usmanpura North 55,1031,4,61.07,3
Usmanpura North 55,1073,4,59.45,3
Usmanpura North 55,882,3,53.95,2
Usmanpura North 55,1568,4,96.94,3
Usmanpura North 55,4010,1,243.89,5
Usmanpura North 55,1197,3,70.99,3
Usmanpura North 55,2578,4,163.81,5
Usmanpura North 55,2042,3,117.99,4
Usmanpura North 55,4780,3,301.49,5
Usmanpura Phase 23,1656,1,87.45,3
Usmanpura Phase 23,3328,2,183.23,5
Usmanpura Phase 23,1486,3,64.42,3
Usmanpura Sector 22,2546,2,148.99,4
Usmanpura Sector 22,638,2,37.73,1
Usmanpura Sector 22,1353,4,69.89,3
Usmanpura Sector 22,1024,3,59.58,3
Usmanpura Sector 22,1494,2,84.05,3
Usmanpura Sector 45,1120,3,50.23,2
Usmanpura Sector 45,969,3,43.49,2
Usmanpura Sector 45,4457,4,172.22,5
Usmanpura Sector 45,4891,1,250.44,5
Usmanpura Sector 45,1054,4,52.8,3
Usmanpura Sector 45,2718,3,124.69,4
Usmanpura Sector 7,1312,4,73.13,3
Usmanpura Sector 7,1977,4,94.27,4
Usmanpura Sector 7,3990,1,189.99,5
Usmanpura Sector 7,884,1,34.55,2
Usmanpura Sector 7,1210,3,46.36,2
Usmanpura Sector 7,1167,2,55.36,2
Usmanpura South 39,4664,1,227.06,5
Usmanpura South 39,1526,1,60.23,3
Usmanpura South 39,1264,3,54.96,2
Usmanpura South 39,1105,1,55.35,3
Usmanpura South 49,1003,1,54.69,2
Usmanpura South 49,753,1,43.77,2
Usmanpura South 49,1674,4,92.49,3
Usmanpura South 49,1517,2,78.09,3
Usmanpura South 49,1480,4,81.03,3
Usmanpura South 49,1231,1,64.47,3
Usmanpura South 49,4834,4,248.7,5
Usmanpura West 14,1254,2,72.57,3
Usmanpura West 14,805,2,42.26,2
Usmanpura West 14,1298,2,76.56,2
Usmanpura West 14,1401,3,78.67,3
Usmanpura West 14,1461,1,82.06,3
Usmanpura West 14,3934,1,177.33,5
Usmanpura West 14,2703,5,131.52,4
Usmanpura West 19,2887,4,149.16,4
Usmanpura West 19,4082,1,214.73,5
Usmanpura West 19,1770,3,84.18,3
Usmanpura West 19,1573,3,81.92,3
Usmanpura West 37,1570,2,81.45,3
Usmanpura West 37,797,1,37.16,1
Usmanpura West 37,4616,5,279.72,5
Usmanpura West 37,1239,3,62.86,2
Usmanpura West 37,904,3,47.3,2
Usmanpura West 44,4791,1,278.45,5
Usmanpura West 44,4324,4,234.07,5
Usmanpura West 44,1467,1,79.68,3
Usmanpura West 44,4454,3,259.01,5
Vedant Nagar Block 23,1023,1,42.54,2
Vedant Nagar Block 23,2785,3,158.39,4
Vedant Nagar Block 23,1333,3,54.71,3
Vedant Nagar Block 41,3651,5,160.26,5
Vedant Nagar Block 41,1653,2,79.41,3
Vedant Nagar Block 41,4381,5,207.54,5
Vedant Nagar Block 41,796,1,34.52,1
Vedant Nagar Block 41,1146,4,51.56,3
Vedant Nagar Block 41,1664,2,77.06,3
Vedant Nagar Block 41,1056,2,52.01,2
Vedant Nagar Central 17,613,2,31.68,1
Vedant Nagar Central 17,4680,2,256.45,5
Vedant Nagar Central 17,4535,4,238.39,5
Vedant Nagar Central 17,1116,3,59.02,2
Vedant Nagar Central 17,771,1,37.65,1
Vedant Nagar Central 42,1490,2,65.86,3
Vedant Nagar Central 42,1624,1,73.87,3
Vedant Nagar Central 42,4866,5,240.89,5
Vedant Nagar Central 42,1209,2,65.18,2
Vedant Nagar Central 42,1083,4,51.51,3
Vedant Nagar Central 42,2851,4,137.36,4
Vedant Nagar Central 42,1615,2,79.03,3
Vedant Nagar Central 46,818,3,41.14,2
Vedant Nagar Central 46,2899,1,115.21,5
Vedant Nagar Central 46,747,1,35.37,1
Vedant Nagar Central 46,1748,3,80.38,3
Vedant Nagar Central 46,733,2,32.06,2
Vedant Nagar Central 47,1294,4,53.78,3
Vedant Nagar Central 47,1849,2,97.08,4
Vedant Nagar Central 47,787,3,41.85,2
Vedant Nagar Central 47,548,2,23.2,1
Vedant Nagar Central 47,1413,3,58.6,3
Vedant Nagar Central 47,1454,3,78.09,3
Vedant Nagar Central 47,1264,2,63.46,2
Vedant Nagar East 31,1118,4,55.92,3
Vedant Nagar East 31,1150,2,50.24,2
Vedant Nagar East 31,1223,1,60.72,3
Vedant Nagar East 31,804,3,40.99,2
Vedant Nagar East 31,1927,4,102.52,4
Vedant Nagar East 31,1173,4,50.73,3
Vedant Nagar Enclave 10,2875,4,130.21,4
Vedant Nagar Enclave 10,1264,4,55.36,3
Vedant Nagar Enclave 10,1281,2,54.84,2
Vedant Nagar Enclave 10,1210,1,55.96,2
Vedant Nagar Enclave 10,2980,5,160.4,4
Vedant Nagar Enclave 10,4866,4,264.58,5
Vedant Nagar Enclave 10,4583,5,220.43,5
Vedant Nagar Enclave 10,865,1,45.49,2
Vedant Nagar Enclave 10,1520,4,84.08,3
Vedant Nagar Enclave 10,2714,4,139.44,4
Vedant Nagar Enclave 28,4281,5,190.96,5
Vedant Nagar Enclave 28,1674,1,77.28,3
Vedant Nagar Enclave 28,1604,1,83.9,4
Vedant Nagar Enclave 28,772,3,37.72,2
Vedant Nagar Enclave 28,1175,4,53.79,3
Vedant Nagar Enclave 30,4819,1,284.96,5
Vedant Nagar Enclave 30,4289,2,252.31,5
Vedant Nagar Enclave 30,2751,1,125.24,5
Vedant Nagar Enclave 30,865,2,50.87,2
Vedant Nagar Enclave 30,3590,5,179.38,5
Vedant Nagar Enclave 30,2695,1,164.36,5
Vedant Nagar Enclave 30,3493,2,198.21,5
Vedant Nagar Enclave 30,2048,3,89.3,4
Vedant Nagar Enclave 30,1284,2,73.75,2
Vedant Nagar Enclave 7,1261,1,55.68,2
Vedant Nagar Enclave 7,2804,3,157.19,4
Vedant Nagar Enclave 7,1528,1,80.15,3
Vedant Nagar Enclave 7,1299,4,68.99,3
Vedant Nagar Enclave 7,981,3,44.76,2
Vedant Nagar Enclave 7,1747,4,90.67,3
Vedant Nagar Extension 19,643,1,34.82,1
Vedant Nagar Extension 19,2779,5,152.57,4
Vedant Nagar Extension 19,550,1,29.8,1
Vedant Nagar Extension 19,2624,3,129.53,5
Vedant Nagar Extension 22,3732,2,181.09,5
Vedant Nagar Extension 22,2171,2,118.52,4
Vedant Nagar Extension 22,4858,2,247.98,5
Vedant Nagar Extension 22,1676,1,81.94,3
Vedant Nagar Extension 22,2186,5,119.23,4
Vedant Nagar Extension 27,1235,1,62.0,2
Vedant Nagar Extension 27,1180,4,49.89,3
Vedant Nagar Extension 27,4557,5,260.32,5
Vedant Nagar Extension 27,1303,1,58.51,3
Vedant Nagar Extension 33,1793,1,102.2,3
Vedant Nagar Extension 33,1448,4,56.92,3
Vedant Nagar Extension 33,2143,4,113.48,4
Vedant Nagar Extension 33,757,2,29.35,1
Vedant Nagar Extension 33,684,2,38.8,1
Vedant Nagar Extension 33,2177,2,99.31,4
Vedant Nagar Extension 34,4339,5,179.57,5
Vedant Nagar Extension 34,1091,3,54.13,3
Vedant Nagar Extension 34,879,1,39.74,2
Vedant Nagar Extension 34,4039,3,194.17,5
Vedant Nagar Extension 40,1126,1,57.05,3
Vedant Nagar Extension 40,1520,4,73.62,3
Vedant Nagar Extension 40,1740,5,81.5,4
Vedant Nagar Extension 40,1080,2,51.54,3
Vedant Nagar Extension 40,1099,3,46.36,2
Vedant Nagar Extension 40,1010,2,50.48,3
Vedant Nagar Extension 44,2162,5,128.48,4
Vedant Nagar Extension 44,959,1,44.04,2
Vedant Nagar Extension 44,1590,4,74.72,3
Vedant Nagar Extension 55,1351,1,57.09,3
Vedant Nagar Extension 55,1126,1,45.81,3
Vedant Nagar Extension 55,4425,4,186.72,5
Vedant Nagar Extension 55,1356,4,64.92,3
Vedant Nagar Extension 55,1041,2,51.76,2
Vedant Nagar Extension 55,1050,3,47.47,2
Vedant Nagar North 15,760,2,31.71,2
Vedant Nagar North 15,661,2,34.3,1
Vedant Nagar North 15,1093,1,44.28,2
Vedant Nagar North 15,1672,1,73.52,3
Vedant Nagar North 15,1047,4,45.46,3
Vedant Nagar North 15,2430,3,133.09,4
Vedant Nagar North 39,933,2,38.06,2
Vedant Nagar North 39,2882,4,112.58,4
Vedant Nagar North 39,718,2,31.11,2
Vedant Nagar North 39,2425,3,111.28,4
Vedant Nagar North 39,660,1,32.35,1
Vedant Nagar Phase 18,400,1,21.59,1
Vedant Nagar Phase 18,898,2,50.33,2
Vedant Nagar Phase 18,1707,1,95.78,4
Vedant Nagar Phase 18,2361,1,121.56,4
Vedant Nagar Phase 18,782,2,38.66,2
Vedant Nagar Sector 6,4808,1,229.72,5
Vedant Nagar Sector 6,2622,5,149.39,4
Vedant Nagar Sector 6,2496,5,142.08,4
Vedant Nagar Sector 6,1425,4,71.81,3
Vedant Nagar Sector 6,1771,2,102.65,4
Vedant Nagar West 21,4128,5,206.5,5
Vedant Nagar West 21,4483,5,217.03,5
Vedant Nagar West 21,1048,2,49.33,2
Vedant Nagar West 21,890,3,44.36,2
Vedant Nagar West 21,831,2,37.29,2
Vedant Nagar West 21,3875,3,188.58,5
Vedant Nagar West 53,3048,2,147.58,5
Vedant Nagar West 53,3371,5,195.86,5
Vedant Nagar West 53,1876,1,106.69,4
Vedant Nagar West 53,682,1,32.88,1
Vedant Nagar West 53,1419,1,70.73,3
Vedant Nagar West 53,1014,3,47.9,3
Vedant Nagar West 53,1011,2,43.12,2
Vedant Nagar West 58,4831,2,240.84,5
Vedant Nagar West 58,1082,3,62.4,3
Vedant Nagar West 58,3695,1,158.59,5
Vedant Nagar West 58,645,2,34.94,1
Vedant Nagar West 58,1627,2,84.71,4
Waluj MIDC Block 13,1554,1,63.84,3
Waluj MIDC Block 13,4492,2,257.33,5
Waluj MIDC Block 13,1126,4,45.89,3
Waluj MIDC Block 13,1525,2,61.02,3
Waluj MIDC Block 13,1098,2,53.2,3
Waluj MIDC Block 13,1297,2,56.46,2
Waluj MIDC Block 13,1762,5,87.1,4
